"Text" "Searched_Term" "Lemma" "Sentence" "Lemma_Length" "Lemma_Perc"
"16" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/causality.txt" "up" 752 "But in both lies a recognition that long, complex causalities might                 become legible in singularity: we regard every production of nature                 as one which has had a history; . . . we contemplate every complex                 structure and instinct . . . exactly in the same way as when we look                 at any great mechanical invention as the summing up of the labour,                 the experience, the reason, and even the blunders of numerous                 workmen.5                         What would it mean to look upon the productions of the world, as                 these two writers do, as systems, as summings-up of multiple, intertwined                 causes?" 1995 37.6942355889724
"17" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/causality.txt" "down" 1069 "Encouraging                       readers to look beyond the local and the proximate, Victorian novels                       uncovered not causes but rather causalities, the operation[s] or rela-                       tion[s] of cause and effect.7 Who can say, Eliots narrator in                       Middlemarch might have asked, what causes Nicholas Bulstrodes down-                       fall or Dorothea Brookes second marriage, what combination of circum-                       stances, coincidences, emotions, motives, and events?" 1995 53.5839598997494
"18" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/character (1).txt" "up" 762 "Certain conceptsnon-individuation, embodied experience,                 affective relation, and the difference between interiority/depth and exte-                 riority/surfaceare cropping up in both." 2026 37.6110562685094
"19" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/character.txt" "up" 1107 "Alex Woloch has recharged the study of character with a canny                 Marxist reading of how depth of character emerges spatially as a function                 of the subordination of secondary characters, whose relative marginaliza-                 tion creates the effect of protagonicity.6 Respecting the claims of                 nineteenth-century critics, for whom character was a necessary if unstable                 heuristic category, we should open up this character space to things other                 than personages, to see character as the object of a specific prose style or                 texture and the knowledge it affects to produce rather than as a property                 of its subjects." 1665 66.4864864864865
"20" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/child.txt" "down" 339 "Univ of Michigan Law Library, on 25 Sep 2018 at 20:40:35, subject to the Cambridge Core terms of use, available at   https://www.cambridge.org/core/terms. https://doi.org/10.1017/S1060150318000396                                                                                                                         CHILD           617                 how the Victorians doubled down on an idealized vision of childhood                 innocence inherited from the Romantics." 2167 15.6437471158283
"21" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/child.txt" "up" 401 "Even at the very beginning of Victorias reign, a motley crew of                 comic writers, artists, and dramatists had already begun producing hilar-                 ious send-ups of popular artworks that sacralized and often eroticized                 children." 2167 18.5048454083987
"22" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/child.txt" "up" 967 "the frazzled father-narrator of Hoods                       Ode concludes he cannot write unless his cherished wife Jane whisks                       the troublesome tot upstairs.11                               Digging up forgotten parodies of child-centered art can sometimes                       help scholars to resolve critical debates about the cult of the child." 2167 44.623904014767
"23" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/child.txt" "charm" 1118 "Millais charming Cherry Ripe: Cherry Un-Ripe, which went unsigned                       when it first appeared, but was later attributed to one Mr." 2167 51.5920627595755
"24" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/child.txt" "up" 1474 "Whereas Millais likens his little girl to fruit                       shes a sweet, tempting morsel offered up for adult consumption                       Stowers has his little girl consume the fruit." 2167 68.0203045685279
"25" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/child.txt" "up" 1546 "Instead, like the schoolchild whom the caption credits                       for drafting Cherry Un-Ripe during his Christmas break, they can pick                       up a pen and represent themselves in order to counter romanticized                       adult depictions of children." 2167 71.3428703276419
"26" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/child.txt" "up" 1636 "We can wise up by                       close-reading more silly stuff." 2167 75.4960775265344
"27" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/circulation.txt" "up" 778 "Readers in 1861 likely would have overheard in the poems                       trochees Longfellows wildly popular Hiawatha (1855), the tetrameter lines                       of which are here doubled up." 2120 36.6981132075472
"28" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/class (1).txt" "up" 1044 "From the mid-                 dle, the idea of moving up in the hierarchy is of compelling and guilty                 interest, the latter since it necessarily involves stealing what cannot be                 stolen: anothers birth, anothers right." 1615 64.6439628482972
"29" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/class (1).txt" "down" 1115 "Milne in lines that sit alongside my Jacob/                 Esau memories:                         Halfway down the stairs                         Is a stair                         Where I sit;                         There isnt any                         Other stair                         Quite like                         It. . . ." 1615 69.0402476780186
"30" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/data.txt" "top" 550 "S., that Goodreads saw an increased                 number of users reviewing the novel.4 Eighty of the top 300 reviews of                 Doctor Thorne appeared in 2016, as opposed to 23 to 25 reviews per year                 each of the previous three years." 2085 26.378896882494
"31" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/data.txt" "top" 668 "Austen was by far the                 author that reviewers most frequently compared Trollope to; she is men-                 tioned 49 times in the top 300 reviews, followed by Charles Dickens at 26 men-                 tions, and George Eliot at 9." 2085 32.0383693045564
"32" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/data.txt" "top" 878 "Only forty-one, or 13.67%, of the top 300 written reviews                       mentioned the adaptation." 2085 42.1103117505995
"33" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/data.txt" "up" 981 "By contrast, 151, or 50.33%, of reviewers                       expressed familiarity with Trollopes oeuvre in general, either intimating                       (I do really enjoy Trollope; there is something quite soothing and stim-                       ulating both in watching his novels march along to their ordered end-                       ing) or directly stating that they had read or were at least familiar with                       some of Trollopes other novels (Ive read 99 percent of the trollopes,                       even the obscure ones, and this one is my absolute favorite).8                               Love (of Trollope, of his characters, or of the book in general) was                       the main theme that came up in written reviews." 2085 47.0503597122302
"34" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/data.txt" "up" 1103 "As one reader                       put it, even with all his Victorian mansplaining, Trollope and I might                       be friends after all.10 And of, course, many readers found Trollope                       dull, though not everyone thought this was a bad thing: The plot is                       like taking a familiar train ride: one knows where one is going to wind                       up, and one knows where all the stops are going to be." 2085 52.9016786570743
"35" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/data.txt" "top" 1600 "In this article, I work with the top 300 (of a possible                        381) written reviews on Doctor Thorne, available to the public and col-                        lected on 27 October 2017." 2085 76.7386091127098
"36" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/data.txt" "top" 1689 "Using the software NVivo, I coded the top                        300 reviews by hand for mentions of familiarity with the author, social                        critique, love (of the author and of characters), medium of consump-                        tion, and writing style." 2085 81.0071942446043
"37" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/decadence.txt" "down" 959 "The contribution I would like to make to the ongoing (and perpetually                       incomplete) work of defining Decadence should not be understood as a                       move toward shutting down the borders of Decadence or shutting out                       any of the figures or texts that have recently been welcomed into the                       fold." 2058 46.5986394557823
"38" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/decadence.txt" "up" 1105 "While he marveled in a                       follow-up, A Letter to the Editor (1894), that anyone managed to                       take such an excessive celebration of rouge seriously, he continued to                       taunt moralistic readers with the threat that British literature would                       fall at length into the hands of the decadents, making it clear that                       he at once did and did not mean what he had said.8 Placing a text that                       has such a complex and double relationship to Decadence, at once satir-                       ical and affectionate, at the center of the aesthetic might only stand to                       further trouble our ability to define this movement." 2058 53.6929057337221
"39" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/decadence.txt" "up" 1964 "More typically, they waste away.1 Maybe more worrisome is the fact                       that so many ordinary people seem already to have given up, seem,                       regardless of party affiliation, to have taken up a casually, if corrosively,                       skeptical attitude to elections that are the institutional basis of any                       democracy." 2058 95.4324586977648
"40" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/decadence.txt" "up" 1973 "More typically, they waste away.1 Maybe more worrisome is the fact                       that so many ordinary people seem already to have given up, seem,                       regardless of party affiliation, to have taken up a casually, if corrosively,                       skeptical attitude to elections that are the institutional basis of any                       democracy." 2058 95.8697764820214
"41" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/democracy.txt" "up" 234 "More typically, they waste away.1 Maybe more worrisome is the fact                       that so many ordinary people seem already to have given up, seem,                       regardless of party affiliation, to have taken up a casually, if corrosively,                       skeptical attitude to elections that are the institutional basis of any                       democracy." 2692 8.69242199108469
"42" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/democracy.txt" "up" 243 "More typically, they waste away.1 Maybe more worrisome is the fact                       that so many ordinary people seem already to have given up, seem,                       regardless of party affiliation, to have taken up a casually, if corrosively,                       skeptical attitude to elections that are the institutional basis of any                       democracy." 2692 9.02674591381872
"43" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/democracy.txt" "down" 1085 "Lydgate immediately wrote down Tyke.3                        Denying the good Farebrother a much-needed income, Lydgates vote                       continues to make him wince: The affair of the chaplaincy remained a                       sore point in his memory as a case in which this petty medium of                       Middlemarch had been too strong for him." 2692 40.3046062407132
"44" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/democracy.txt" "up" 1472 "Lydgates problem is thus                 a nice instance of what Elaine Hadley takes as essential to debates that led                 up to Britains adoption of the secret ballot in 1872: the persistence of                 personation as a topic of debate, and therefore its persistence as a prob-                 lem for liberalism, suggests that the ballot unsuccessfully addresses a                 social alterity that once was and could be again the perilous or promising                 place of politics: as if the liberal citizen must always register in the possi-                 bility of personation his own representational inadequacy.5 That is, in                 and around 1872, while Eliot was finishing Middlemarch, it was not clear                 that it was possible to represent oneself as a single and rational person                 in the form of a single vote." 2692 54.6805349182764
"45" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/democracy.txt" "up" 1886 "46, N O. 3/4                       single representation of an already available and single preference: he                       had not an opinion but rather a vexed sense that he must make up                       his mind.8                               For Schumpeter and other electoral theorists, the ambiguity of the                       vote as form of representation leads to other, more systemic problems                       stemming from what we might call the bad transitivity of the individual                       vote." 2692 70.0594353640416
"46" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/democracy.txt" "up" 2384 "Univ of Michigan Law Library, on 25 Sep 2018 at 20:41:30, subject to the Cambridge Core terms of use, available at   https://www.cambridge.org/core/terms. https://doi.org/10.1017/S1060150318000451                                                                                                             D E M OC R ACY              645                 rather to see that these logical limits and paradoxes, troubling as they are,                 are not an excuse to give up but are rather the very reason to value, to                 defend, and continuously to improve some of the democratic institutions                 and norms we already possess." 2692 88.5586924219911
"47" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/description.txt" "up" 970 "Those descriptionsperhaps best exemplified in Walter                       Paters famous description of the Mona Lisa as a kind of vampirewere                       often notoriously thick, so much so that Geertz holds up aestheticism as                       the fate of any thick describer who loses touch with the hard surfaces of                       life.8 But aestheticism included other descriptive models, such as the gal-                       lery diaries in which Lee and her lover, Clementina Anstruther-Thomson,                       recorded their physiological responses to art works." 1635 59.3272171253823
"48" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/description.txt" "up" 1103 "The groundbreaking work on Victorian literature and science by                       literary scholars such as George Levine and Gillian Beer tracked the cir-                       culation between writers and scientists of the ideas, tropes, and narratives                       that make up, as Beer puts it, the patterns through which we apprehend                       experience and hence the patterns through which we condense experi-                       ence in the telling of it.10 Experience, here, is categorically distinct                       from the language of its descriptionthe patterns of narrative and dis-                       course through which it is apprehended and recounted." 1635 67.4617737003058
"49" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/ecology.txt" "up" 181 "Such reimagining can be summed up                 in one word, a word with Victorian origins: ecology." 1663 10.8839446782922
"50" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/ecology.txt" "up" 684 "A critical perspec-                       tive closely attentive to evolutionary science, climate science, and earth                       systems science is apparent, for example, in recent work in Victorian stud-                       ies by Allen MacDuffie, Heidi Scott, and Jesse Oak Taylor.9 But for many                       recent critics, even the term ecology is now proving inadequate, for                       while it usefully suggests dynamic interrelation, it can also convey bal-                       ance, equilibrium, and healtha result, in part, of having been taken                       up as a catchphrase in the twentieth-century environmental movement.10                       Ecology, for this reason, may not be up to the task of representing envi-                       ronmental crisis in the age of irreversible human impacts known as the                       Anthropocene.11 A proliferation of new terms have thus emerged in                       recent ecological critique: natureculture from Donna Haraway,                       oikeios from Jason Moore, dark ecology from Tim Morton, and                       abnatural ecology from Jesse Oak Taylor, all of which are meant to                       express, in different ways, ecological relations with an eye to anthropo-                       genic influence." 1663 41.1304870715574
"51" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/ecology.txt" "up" 702 "A critical perspec-                       tive closely attentive to evolutionary science, climate science, and earth                       systems science is apparent, for example, in recent work in Victorian stud-                       ies by Allen MacDuffie, Heidi Scott, and Jesse Oak Taylor.9 But for many                       recent critics, even the term ecology is now proving inadequate, for                       while it usefully suggests dynamic interrelation, it can also convey bal-                       ance, equilibrium, and healtha result, in part, of having been taken                       up as a catchphrase in the twentieth-century environmental movement.10                       Ecology, for this reason, may not be up to the task of representing envi-                       ronmental crisis in the age of irreversible human impacts known as the                       Anthropocene.11 A proliferation of new terms have thus emerged in                       recent ecological critique: natureculture from Donna Haraway,                       oikeios from Jason Moore, dark ecology from Tim Morton, and                       abnatural ecology from Jesse Oak Taylor, all of which are meant to                       express, in different ways, ecological relations with an eye to anthropo-                       genic influence." 1663 42.2128683102826
"52" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/ecology.txt" "up" 1076 "Haeckels work was taken up by nineteenth-century socialism, but                        mainly for its secularism." 1663 64.7023451593506
"53" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/ecology.txt" "up" 1325 "Heidi Scott sums up the problem with such a vision of natural bal-                               ance: ecological science has critiqued the balance paradigm as a                               misleading, quasi-mystical construct that forces economic and                               mechanical models on the obscure dynamics of ecological intercon-                               nection (Scott, Chaos and Cosmos, 2)." 1663 79.6752856283824
"54" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/education.txt" "up" 15 "Heidi Scott sums up the problem with such a vision of natural bal-                               ance: ecological science has critiqued the balance paradigm as a                               misleading, quasi-mystical construct that forces economic and                               mechanical models on the obscure dynamics of ecological intercon-                               nection (Scott, Chaos and Cosmos, 2)." 1601 0.936914428482199
"55" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/emotions.txt" "up" 439 "Univ of Michigan Law Library, on 25 Sep 2018 at 20:42:01, subject to the Cambridge Core terms of use, available at   https://www.cambridge.org/core/terms. https://doi.org/10.1017/S1060150318000505                                                                                                                E MOTI O NS              661                 them, as well as through travel, whichas it became easieropened up                 new and fascinating places to explore and inhabit." 2561 17.1417415072237
"56" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/emotions.txt" "strang" 656 "Philip Steer has convincingly argued for reading industrial                 novels as climate change works, and his assertion of the strange and                 troubled kind of intimacy between our own moment of climate change                 and nineteenth-century Britain reveals some of the affective connec-                 tions experienced by critical readers who see parallels between our pre-                 sent moment of ecological catastrophe, and the varied forms of climatic                 alteration experienced by the Victorians.7                         Alexa Weik von Mossner has helpfully characterized affective reac-                 tions to the environment as a type of twofold embodiment." 2561 25.6149941429129
"57" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/emotions.txt" "down" 1182 "We might look to the fog pervading                       Dickenss Bleak House (185253) or the unparliamentary smoke of                       Gaskells North and South (1853) for early representations of pollution,                       while the ivory trade depicted by Conrad in Heart of Darkness reminds                       us of an ongoing conservation battle that has yet to be won.11 A further                       striking example of the type of cross-temporal affect that I seek to outline                       may be found in Trollopes novel, John Caldigate (1879), when the narra-                       tor describes the vandalism of the gold-mining industry, highlighting the                       carelessness with which those in pursuit of wealth take what they need                       from the ground and move on:                                They had walked about half a mile from the town, turning down a lane at the                                back of the house, and had made their way through yawning pit-holes and                                heaps of dirt and pools of yellow water,where everything was disorderly                                and apparently deserted,till they came to a cluster of heaps so large as                                to look like little hills; and here there were signs of mining vitality." 2561 46.1538461538462
"58" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/enclosure.txt" "strang" 370 "The reign of Queen Victoria may seem a strange period in which to                 locate an analysis of enclosure." 1624 22.7832512315271
"59" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/environment (1).txt" "up" 561 "As his-                       torian of science Trevor Pearce argues, Spencer was introduced to the                       term via Comtes Cours de Philosophie Positive as translated by Harriet                       Martineau, who herself may have been drawing on Carlyle.3 Spencers                       switch from the word circumstances to environment, and his reliance on                       the latter in his popular Principles of Psychology, Pearce argues, initiated a                       crucial shift: The successive transitions from individuated particular fac-                       tors (e.g., climate), to a general plural term (e.g., circumstances), to                       a general singular term (e.g., environment), correspond to a progressive                       concealment of the different elements that make up the world outside the                       organism and the relations between these elements . . ." 1587 35.3497164461248
"60" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/environment (1).txt" "down" 790 "Spencers environment included not only physical and biological                       factors, but social and political ones as well; as he makes clear in essays                       like The Social Organism and throughout Principles of Psychology, his                       aim was to break down the distinctions between the human and the                       natural world." 1587 49.7794580970384
"61" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/feminism.txt" "up" 923 "It is                 not in the filial spirit I am deficient, she assures Chorley.3 Feminist crit-                 ics could look everywhere for daughters and granddaughters, and find                 some like Schaffer who keep up the family ties (as in the conference                 she co-organized in 2017, The Woman Card).4 But, descendants of fem-                 inist Victorian studies do not show a great deal of filial spirit." 2969 31.0879083866622
"62" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/feminism.txt" "down" 2917 "Yeatss sardonic claim that in 1900 everybody got                 down off his stilts, the term fin de sicle tends in practice to cover a longer   Downloaded from https://www.cambridge.org/core." 2969 98.2485685415965
"63" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/fin_de_siecle.txt" "down" 339 "Yeatss sardonic claim that in 1900 everybody got                 down off his stilts, the term fin de sicle tends in practice to cover a longer   Downloaded from https://www.cambridge.org/core." 1693 20.0236266981689
"64" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/fin_de_siecle.txt" "down" 1063 "Lovejoy was convinced that no one could do serious academic work                 on Romanticism without nailing down what they were talking about, and                 it might be argued that all four compounds, particularly the last two,                 are the product of a certain confirmation bias." 1693 62.7879503839338
"65" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/fin_de_siecle.txt" "top" 1489 "Why master scansion if the point of reading poetry is to be                       made to feel physically as if the top of your head were taken off?" 1693 87.9503839338452
"66" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/form.txt" "top" 207 "Why master scansion if the point of reading poetry is to be                       made to feel physically as if the top of your head were taken off?" 1319 15.6937073540561
"67" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/form.txt" "up" 955 "3/4                               This is not to quibble or to question the validity of the metaphors we                       use to conjure up literary form." 1319 72.4033358605004
"68" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/form.txt" "up" 1123 "Is literary form in a text, I ventriloquize them                       asking, or is it something you just make up?" 1319 85.1402577710387
"69" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/formalism.txt" "up" 28 "3/4                               This is not to quibble or to question the validity of the metaphors we                       use to conjure up literary form." 1813 1.54440154440154
"70" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/formalism.txt" "up" 196 "Is literary form in a text, I ventriloquize them                       asking, or is it something you just make up?" 1813 10.8108108108108
